REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE
m01410c	butyrate[Cytosol]	2.454	0.0070632	21	7.9343	8.6405
m02378c	L-gulonate[Cytosol]	2.4533	0.0070782	2	14.2796	7.1542
m01016c	4-methylthio-2-oxobutanoic acid[Cytosol]	2.4474	0.0071949	2	14.2575	0.85219
m02364c	leukotriene B4[Cytosol]	2.447	0.0072021	6	10.4096	6.2731
m02364r	leukotriene B4[Endoplasmic reticulum]	2.447	0.0072021	6	10.4096	6.2731
m01745c	D-tagatose[Cytosol]	2.447	0.0072028	1	18.0551	0
m01673c	deoxyuridine[Cytosol]	2.4425	0.0072937	7	10.0124	6.1337
m00745c	3alpha,12alpha-dihydroxy-5beta-cholanate[Cytosol]	2.4407	0.0073295	3	12.5495	7.6326
m02759m	PPi[Mitochondria]	2.436	0.0074262	18	8.1357	5.8785
m00748m	3alpha,7alpha,12alpha-trihydroxy-5beta-24-oxocholestanoyl-CoA[Mitochondria]	2.4292	0.0075667	5	10.8549	8.5479
m00093c	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[Cytosol]	2.4218	0.0077225	13	8.6561	6.1754
m00119c	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[Cytosol]	2.4218	0.0077225	13	8.6561	6.1754
m03050c	tridecanoyl-CoA[Cytosol]	2.4218	0.0077225	13	8.6561	6.1754
m00760c	3-amino-propanal[Cytosol]	2.4197	0.007766	6	10.3503	7.6368
m02165c	imidazole-4-acetaldehyde[Cytosol]	2.4197	0.007766	6	10.3503	7.6368
m02514c	N4-acetylaminobutanal[Cytosol]	2.4197	0.007766	6	10.3503	7.6368
m02696c	PEP[Cytosol]	2.4043	0.0081012	8	9.6151	7.2831
m02980m	THF[Mitochondria]	2.4035	0.0081198	9	9.3217	6.1661
m00264c	10,13,16-docosatrienoyl-CoA[Cytosol]	2.3957	0.0082935	18	8.0853	5.8311
m02322c	L-2-aminoadipate[Cytosol]	2.3854	0.00853	2	14.0249	8.3468
m01093c	5beta-cholestane-3alpha,7alpha,26-triol[Cytosol]	2.3829	0.0085883	4	11.4199	9.8076
m01986p	glycine[Peroxisome]	2.3663	0.0089845	3	12.3216	1.5266
m00266c	10-formyl-THF[Cytosol]	2.35	0.0093867	5	10.6668	8.0739
m01195c	7-hydroxymethyl-12-methylbenz[a]anthracene sulfate[Cytosol]	2.3459	0.0094901	1	17.5192	0
m01393s	betaine[Extracellular]	2.3431	0.0095617	1	17.5043	0
m01597p	CoA[Peroxisome]	2.3323	0.0098413	26	7.521	6.2687
m00270r	10-HETE[Endoplasmic reticulum]	2.3322	0.0098446	1	17.4466	0
m01765r	ebastine[Endoplasmic reticulum]	2.3322	0.0098446	1	17.4466	0
m02150r	hydroxylated-ebastine[Endoplasmic reticulum]	2.3322	0.0098446	1	17.4466	0
m00095c	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[Cytosol]	2.327	0.009983	17	8.0996	6.0102
m02345c	lauroyl-CoA[Cytosol]	2.327	0.009983	17	8.0996	6.0102
m02689c	pentadecanoyl-CoA[Cytosol]	2.327	0.009983	17	8.0996	6.0102
m01597m	CoA[Mitochondria]	2.3192	0.010192	67	6.5944	5.363
m02554m	NADP+[Mitochondria]	2.3124	0.010379	41	6.9869	5.6986
m02555m	NADPH[Mitochondria]	2.3124	0.010379	41	6.9869	5.6986
m01435c	chenodiol[Cytosol]	2.3032	0.010633	11	8.7673	6.1178
m01703m	dihydrolipoylprotein[Mitochondria]	2.2977	0.010789	4	11.1934	7.7849
m02400m	lipoylprotein[Mitochondria]	2.2977	0.010789	4	11.1934	7.7849
m02878m	S-aminomethyldihydrolipoamide[Mitochondria]	2.2977	0.010789	4	11.1934	7.7849
m02879m	S-aminomethyldihydrolipoylprotein[Mitochondria]	2.2977	0.010789	4	11.1934	7.7849
m01362r	arachidonate[Endoplasmic reticulum]	2.2949	0.010869	9	9.1303	7.1778
m01830c	folate[Cytosol]	2.2863	0.01112	3	12.0766	10.6928
m00436c	1-acylglycerol-3P-10,13,16,19-doco[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00437c	1-acylglycerol-3P-10,13,16-docosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00438c	1-acylglycerol-3P-10-heptade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00439c	1-acylglycerol-3P-11,14,17-eico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00440c	1-acylglycerol-3P-11,14-eicosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00441c	1-acylglycerol-3P-11-docose[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00442c	1-acylglycerol-3P-11-eico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00443c	1-acylglycerol-3P-12,15,18,21-tetra[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00444c	1-acylglycerol-3P-13,16,19-doco[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00445c	1-acylglycerol-3P-13,16-docosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00446c	1-acylglycerol-3P-13-docose[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00447c	1-acylglycerol-3P-13-eicose[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00448c	1-acylglycerol-3P-13-octade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00449c	1-acylglycerol-3P-15-tetra[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00450c	1-acylglycerol-3P-4,7,10,13,16,19-doco[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00451c	1-acylglycerol-3P-4,7,10,13,16-docosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00452c	1-acylglycerol-3P-5,8,11,14,17-eico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00453c	1-acylglycerol-3P-5,8,11-eico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00454c	1-acylglycerol-3P-5-tetrade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00455c	1-acylglycerol-3P-6,9,12,15,18,21-tetra[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00456c	1-acylglycerol-3P-6,9,12,15,18-tetraco[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00457c	1-acylglycerol-3P-6,9,12,15-octa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00458c	1-acylglycerol-3P-6,9-octa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00459c	1-acylglycerol-3P-7,10,13,16,19-docosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00460c	1-acylglycerol-3P-7,10,13,16-docosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00461c	1-acylglycerol-3P-7-hexade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00462c	1-acylglycerol-3P-7-octade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00463c	1-acylglycerol-3P-7-tetrade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00464c	1-acylglycerol-3P-8,11,14,17-eico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00465c	1-acylglycerol-3P-8,11-eico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00466c	1-acylglycerol-3P-9,12,15,18,21-tetra[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00467c	1-acylglycerol-3P-9,12,15,18-tetraco[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00468c	1-acylglycerol-3P-9-eicose[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00469c	1-acylglycerol-3P-9-heptade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00470c	1-acylglycerol-3P-9-octade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00471c	1-acylglycerol-3P-9-tetrade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00472c	1-acylglycerol-3P-arach[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00474c	1-acylglycerol-3P-cis-vac[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00476c	1-acylglycerol-3P-dihomo-gamma[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00477c	1-acylglycerol-3P-docosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00478c	1-acylglycerol-3P-eico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00479c	1-acylglycerol-3P-gamma-lin[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00480c	1-acylglycerol-3P-heneico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00481c	1-acylglycerol-3P-heptade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00482c	1-acylglycerol-3P-hexacosa[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00483c	1-acylglycerol-3P-hexecose[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00484c	1-acylglycerol-3P-laur[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00491c	1-acylglycerol-3P-lin[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00492c	1-acylglycerol-3P-linolen[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00493c	1-acylglycerol-3P-myrist[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00494c	1-acylglycerol-3P-nanode[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00495c	1-acylglycerol-3P-ol[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00496c	1-acylglycerol-3P-palm[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00497c	1-acylglycerol-3P-palmn[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00498c	1-acylglycerol-3P-pentade[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00499c	1-acylglycerol-3P-stea[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00500c	1-acylglycerol-3P-tetraco[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00501c	1-acylglycerol-3P-trico[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m00502c	1-acylglycerol-3P-tridec[Cytosol]	2.2777	0.011373	3	12.0504	6.0543
m01759c	D-xylulose[Cytosol]	2.2717	0.011553	2	13.5981	6.3031
m02183m	isocitrate[Mitochondria]	2.2686	0.011647	7	9.6623	6.8481
m00736c	3,5-diiodo-L-thyronine[Cytosol]	2.2581	0.011968	4	11.0882	10.513
m01755c	dUMP[Cytosol]	2.2568	0.01201	6	9.9963	7.0177
m01002c	4-hydroxyphenylacetaldehyde[Cytosol]	2.2372	0.012636	6	9.9537	4.5438
m02719c	phenylacetaldehyde[Cytosol]	2.2372	0.012636	6	9.9537	4.5438
m00326c	12-keto-LTB4[Cytosol]	2.2299	0.012878	7	9.5844	6.1135
m02880m	sarcosine[Mitochondria]	2.2216	0.013155	2	13.4102	4.3293
m01580c	cis-aconitate[Cytosol]	2.221	0.013176	1	16.8567	0
m01755n	dUMP[Nucleus]	2.2198	0.013215	1	16.8506	0
m01252g	acetate[Golgi apparatus]	2.2148	0.013387	1	16.824	0
m01100m	5-formyl-THF[Mitochondria]	2.2115	0.013502	2	13.3721	7.7545
m02941c	stearoyl-CoA[Cytosol]	2.2101	0.01355	26	7.3935	5.5629
m00758m	3alpha,7alpha-dihydroxy-5beta-cholestanate[Mitochondria]	2.2058	0.013699	3	11.8304	8.2918
m02661m	oxalate[Mitochondria]	2.2021	0.013828	2	13.3371	4.9774
m01362c	arachidonate[Cytosol]	2.1899	0.014264	35	7.0546	6.4158
m00088p	(3Z)-dodecenoyl-CoA[Peroxisome]	2.1754	0.0148	4	10.8683	8.6981
m00099p	(5Z)-dodecenoyl-CoA[Peroxisome]	2.1754	0.0148	4	10.8683	8.6981
m01575p	cis,cis-3,6-dodecadienoyl-CoA[Peroxisome]	2.1754	0.0148	4	10.8683	8.6981
m01910s	galactose[Extracellular]	2.1744	0.014837	10	8.7173	10.152
m01249p	acetaldehyde[Peroxisome]	2.1744	0.014837	1	16.6098	0
m01796p	ethanol[Peroxisome]	2.1744	0.014837	1	16.6098	0
m02812m	putrescine[Mitochondria]	2.1651	0.015191	1	16.5603	0
m03121m	urea[Mitochondria]	2.1651	0.015191	1	16.5603	0
m00131c	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[Cytosol]	2.1584	0.015449	15	8.0328	6.1256
m00317c	12,15,18,21-tetracosatetraenoyl-CoA[Cytosol]	2.1584	0.015449	15	8.0328	6.1256
m02131c	HMG-CoA[Cytosol]	2.1575	0.015485	2	13.1694	0.352
m01306m	AKG[Mitochondria]	2.1546	0.015598	24	7.4235	6.0829
m03099c	tyramine[Cytosol]	2.1533	0.015648	8	9.1443	6.8591
m00116c	(7Z)-octadecenoyl-CoA[Cytosol]	2.1505	0.015757	21	7.5821	5.7647
m01586c	cis-vaccenoyl-CoA[Cytosol]	2.1505	0.015757	21	7.5821	5.7647
m02101c	heptadecanoyl-CoA[Cytosol]	2.1505	0.015757	21	7.5821	5.7647
m01708m	dimethylglycine[Mitochondria]	2.1483	0.015844	1	16.4715	0
m01831m	formaldehyde[Mitochondria]	2.1483	0.015844	1	16.4715	0
m00568c	2,2-dichloroacetaldehyde[Cytosol]	2.1386	0.016233	17	7.856	6.3028
m01965s	glucose[Extracellular]	2.1319	0.016508	19	7.6868	7.8266
m02771c	propane-1,2-diol[Cytosol]	2.1268	0.016717	7	9.3769	8.6741
m01675c	desmosterol[Cytosol]	2.1184	0.01707	2	13.0229	0.42589
m00614c	25(R)DHCA-CoA[Cytosol]	2.1176	0.017104	2	13.0199	10.7324
m00752p	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[Peroxisome]	2.1176	0.017104	2	13.0199	10.7324
m00758p	3alpha,7alpha-dihydroxy-5beta-cholestanate[Peroxisome]	2.1176	0.017104	2	13.0199	10.7324
m01434r	chenodeoxycholoyl-CoA[Endoplasmic reticulum]	2.1176	0.017104	2	13.0199	10.7324
m01435r	chenodiol[Endoplasmic reticulum]	2.1176	0.017104	2	13.0199	10.7324
m02110c	hexacosanoyl-CoA[Cytosol]	2.1149	0.017218	19	7.6661	5.9541
m02112c	hexacosenoyl-CoA[Cytosol]	2.1149	0.017218	19	7.6661	5.9541
m03047c	tricosanoyl-CoA[Cytosol]	2.1149	0.017218	19	7.6661	5.9541
m01802m	FAD[Mitochondria]	2.1114	0.01737	31	7.1234	6.0057
m01803m	FADH2[Mitochondria]	2.1114	0.01737	31	7.1234	6.0057
m02439m	malate[Mitochondria]	2.1009	0.017824	6	9.6575	5.068
m01045m	5,10-methylene-THF[Mitochondria]	2.097	0.017996	9	8.7816	6.5139
m02774p	propanoyl-CoA[Peroxisome]	2.0962	0.018032	3	11.4948	8.1332
m00110c	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[Cytosol]	2.0879	0.018403	14	8.0464	6.3566
m00009c	(11Z,14Z)-eicosadienoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m00012c	(11Z,14Z,17Z)-eicosatrienoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m00125c	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m00262c	10,13,16,19-docosatetraenoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m01236c	9-eicosenoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m01725c	docosanoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m02052c	heneicosanoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m02612c	nonadecanoyl-CoA[Cytosol]	2.0869	0.018448	20	7.5522	5.6058
m00007c	(11Z)-eicosenoyl-CoA[Cytosol]	2.0795	0.018787	24	7.342	5.5388
m00016c	(13Z)-docosenoyl-CoA[Cytosol]	2.0795	0.018787	24	7.342	5.5388
m00121c	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[Cytosol]	2.0795	0.018787	24	7.342	5.5388
m01773c	eicosanoyl-CoA[Cytosol]	2.0795	0.018787	24	7.342	5.5388
m02007p	glyoxalate[Peroxisome]	2.0582	0.019785	2	12.797	1.8179
m02678c	palmitoyl-CoA[Cytosol]	2.049	0.02023	32	7.0109	6.6509
m02941r	stearoyl-CoA[Endoplasmic reticulum]	2.0436	0.020498	11	8.3519	5.4696
m00081p	(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00082p	(3S)-3-hydroxydodec-cis-6-enoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00083p	(3S)-3-hydroxylinoleoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00170p	(S)-3-hydroxy-11-cis-octadecenoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00172p	(S)-3-hydroxy-7-hexadecenoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00173p	(S)-3-hydroxybutyryl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00174p	(S)-3-hydroxydodecanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00175p	(S)-3-hydroxyhexadecanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00176p	(S)-3-hydroxyoleyleoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00177p	(S)-3-hydroxypalmitoleoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00178p	(S)-3-hydroxytetradecanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00181p	(S)-hydroxydecanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00182p	(S)-hydroxyhexanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00183p	(S)-hydroxyoctanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00696p	3(S)-hydroxy-(5Z,8Z)-tetradecadienoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00700p	3(S)-hydroxy-11-cis-eicosenoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00701p	3(S)-hydroxy-13-cis-docosenoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00702p	3(S)-hydroxy-13-cis-eicosenoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00709p	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00715p	3(S)-hydroxy-hexacosenoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00776p	3-hydroxydocosanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00777p	3-hydroxyeicosanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00783p	3-hydroxyhexacosanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00793p	3-hydroxyoctadecanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00800p	3-hydroxytetracosanoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00801p	3-hydroxy-THA-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m01573p	cis-(3S)-hydroxytetradec-5-enoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m01574p	cis-(3S)-hydroxytetradec-7-enoyl-CoA[Peroxisome]	2.0396	0.020693	2	12.7273	3.4278
m00631c	2-aminoadipate 6-semialdehyde[Cytosol]	2.0361	0.020872	2	12.7139	10.2009
m00103c	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[Cytosol]	2.0236	0.021504	23	7.3203	5.6623
m01364c	arachidonyl-CoA[Cytosol]	2.0236	0.021504	23	7.3203	5.6623
m01697c	dihomo-gamma-linolenoyl-CoA[Cytosol]	2.0236	0.021504	23	7.3203	5.6623
m01412c	butyryl-CoA[Cytosol]	2.0173	0.02183	24	7.2746	6.6878
m00077p	(2R,6S,10S)-pristanate[Peroxisome]	2.0141	0.022002	8	8.8832	6.436
m02938r	stearate[Endoplasmic reticulum]	2.0141	0.022002	8	8.8832	6.436
m00755p	3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[Peroxisome]	2.0113	0.022149	2	12.6208	3.2771
m02322m	L-2-aminoadipate[Mitochondria]	2.0085	0.022293	3	11.2264	7.6374
m00167c	(R)-mevalonate[Cytosol]	1.9981	0.022855	2	12.5713	0.49391
m02932c	squalene 2,3-oxide[Cytosol]	1.9932	0.02312	2	12.553	2.1919
m02933c	squalene[Cytosol]	1.9906	0.023264	2	12.5431	2.1779
m01514m	choloyl-CoA[Mitochondria]	1.9779	0.023971	4	10.3433	9.3971
m00752c	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[Cytosol]	1.9711	0.024356	3	11.1118	8.2773
m02993s	threonine[Extracellular]	1.9703	0.024401	17	7.6383	6.435
m00004r	(10Z)-heptadecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00006r	(11Z)-docosenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00007r	(11Z)-eicosenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00009r	(11Z,14Z)-eicosadienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00012r	(11Z,14Z,17Z)-eicosatrienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00016r	(13Z)-docosenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00018r	(13Z)-eicosenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00020r	(13Z)-octadecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00023r	(13Z,16Z)-docosadienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00025r	(15Z)-tetracosenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00093r	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00095r	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00101r	(5Z,8Z,11Z)-eicosatrienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00103r	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00106r	(6Z,9Z)-octadecadienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00108r	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00110r	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00113r	(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00116r	(7Z)-octadecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00118r	(7Z)-tetradecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00119r	(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00121r	(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00123r	(8Z,11Z)-eicosadienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00125r	(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00127r	(9E)-octadecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00129r	(9E)-tetradecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00131r	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00134r	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00262r	10,13,16,19-docosatetraenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00264r	10,13,16-docosatrienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00317r	12,15,18,21-tetracosatetraenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m00343r	13,16,19-docosatrienoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01141r	5-tetradecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01191r	7-hexadecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01236r	9-eicosenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01237r	9-heptadecenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01364r	arachidonyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01586r	cis-vaccenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01697r	dihomo-gamma-linolenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01725r	docosanoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01773r	eicosanoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m01934r	gamma-linolenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02052r	heneicosanoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02101r	heptadecanoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02110r	hexacosanoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02112r	hexacosenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02345r	lauroyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02390r	linolenoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02391r	linoleoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02495r	myristoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02612r	nonadecanoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02677r	palmitoleoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
m02678r	palmitoyl-CoA[Endoplasmic reticulum]	1.9678	0.024546	10	8.3717	5.765
